 作者  MrSatan (老大!!!!!!!!)                                    看板  C_Chat 
 標題  Re: [推投] 最喜歡日本女聲優前三名 "積分制"投票結果                     
 時間  Wed May  6 21:00:17 2020                                               
───────────────────────────────────────

共307人投/總票數865票/出現162位女聲優
有修正格式/名字

第十名
東山奈央 第一名票: 7票 總票數:24票 總積分: 47分  28歲(並列)
 種田梨沙 第一名票: 9票 總票數:21票 總積分: 47分  31歲
https://i.imgur.com/gEKQjfO.jpg

第九名
佐倉綾音 第一名票: 9票 總票數:28票 總積分: 53分  26歲
https://i.imgur.com/KKojdZ7.jpg

第八名
林原惠   第一名票:14票 總票數:21票 總積分: 54分  53歲
https://i.imgur.com/vUYjk1C.jpg

第七名
悠木碧   第一名票: 8票 總票數:31票 總積分: 60分  28歲
https://i.imgur.com/nJdGcL3.jpg

第六名
水瀨祈   第一名票:14票 總票數:29票 總積分: 66分  24歲
https://i.imgur.com/UYkQZdQ.jpg
第四名
花澤香菜 第一名票:12票 總票數:38票 總積分: 76分  31歲
https://i.imgur.com/XUVbmIH.jpg

第三名
高橋李依 第一名票:15票 總票數:38票 總積分: 77分  26歲
https://i.imgur.com/jm2lR5y.jpg

第二名
茅野愛衣 第一名票:15票 總票數:38票 總積分: 82分  32歲
https://i.imgur.com/p7hGMn2.jpg

第一名
早見沙織 第一名票:26票 總票數:71票 總積分:149分  28歲
https://i.imgur.com/kDwsz6q.jpg


第一 第一 第二 第三 總票 票數  總 
 RK 聲優     名票 票率 名票 名票  數 /人數 積分
1 早見沙織   26 8.5%  26   19   71 23.1%  149  28歲(1991/05/29)
推 shlee: 秋赤音   Mika Pikazo                                     05/06 22:06
→ shlee: 突然想到還有一個  Rioka 但不確定是不是你要的             05/06 22:16


--------------------------------------------------------


 作者  akila08539 (平手友梨奈我老婆)                             看板  C_Chat 
 標題  Re: [閒聊] 焰之鍊金術師為什麼這麼稀有？？                              
 時間  Wed May  6 22:03:28 2020                                               
───────────────────────────────────────

※ 引述《than09138 (tony wu)》之銘言：
: ※ 引述《fraternity (duhamanity可以原諒他阿1)》之銘言：
: : 鍊金術師的口訣：理解，分解，再構築
: : 照理來說只要能了解其中的知識，要使出鍊金術應該不難啊
: : 從劇情來看
: : 似乎只有瑪斯坦的女友爸爸知道焰之鍊金術的知識
: : 只要霍克愛背上的刺青消失，焰之鍊金術就失傳了
: : 火焰的知識有這麼難嗎？
: : 還是只是破壞力太強，所以作者才設定的很稀有
: 說到鍊金術就好奇想問
: 明明斯卡的鍊成技術只到分解階段
: 基本上就是不完全鍊成
: 結果這種半吊子鍊成能力
: 可以幹掉一堆國家級鍊金術士
: 很好奇
: 這個設定是不是有點不合理
: 如果不完全的分解術這麼強
: 戰鬥型鍊金術士  幹脆都只練分解就好了不是嗎？










想了想斯卡應該需要再分開來寫一篇


鋼鍊裡面在伊修瓦爾殲滅戰提過 國家鍊金術師就是靈活的重武器

可以有廣域殲滅的作戰能力

用兵器來說的話應該就是像阿帕契直升機那樣 有高輸出火力破壞 又有足夠的高機動

性



但是一般人並非無法打倒國家鍊金術師

比方說那個被截肢的銀之鍊金術師(後來被斯卡幹掉的其中一個) 他在殲滅戰被截肢

就有說是被伊修瓦爾人偷襲

這點就證明了國家鍊金術師並非無敵 在非常規狀態下還是可以重創甚至可能殺死

(金普利去救援溫莉爸媽時就提過 周圍的國軍士兵就是用來保護他的 當然他直接拉士

兵幫他擋爆炸真的很壞XD)



回到斯卡

斯卡有國家鍊金術師沒有的優勢----> 體術和破壞力

作品中提過伊修瓦爾武僧每個都是人均葉問 可以我要打10個日本.....說錯了 是1個

武僧=10個亞美斯多利斯普通國軍士兵

再疊加上鍊金術當然更可怕



再來我們看看斯卡的戰績

能讓他陷入苦戰的都是真正打滾很久的老手

包含了一開始的阿姆斯壯少校(斯卡對他的評價是超人的破壞力.和體格不相稱的快速動

作.還有鍊金術---有點棘手)


中央的合成獸2人組(因為他們是合成獸 本來體能就更強了)

接著就是大總統了(大總統更是外掛中的外掛)


所以斯卡本來起點就比國家級還高

如果說國家級是阿帕契 那斯卡就是機動性.載彈量和特殊攻擊模式(畢竟一般鍊金術師

不會像斯卡那樣打近戰+破壞人體的習慣)的超級阿帕契


可是碰到像大總統這樣的人型鋼彈還是會被虐到火星去的(喂





--
[全世界動漫裡的未來預測事件跳票列表: 2015年版 ]


今年預定跳票:閃電霹靂車取代F1 使徒來襲 [朋友]即將出現 小熊奪下MLB冠軍(?)

預定跳票倒數:SWORD ART ONLINE 刀劍神域 正式開放營運 [還有7年又11個月]

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.227.45.207 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588773812.A.793.html
推 ClawRage: 說得好 我伊修瓦爾                                     05/06 22:05
推 melzard: 你伊修瓦爾便怎樣                                       05/06 22:08
推 abc55322: 超級伊修瓦爾人                                        05/06 22:08

大總統 : 我的戰鬥力有53萬(ry

推 TSYTstep: 我斯某恐命喪於此                                      05/06 22:16
推 yes986612: 然後他哥的知識力在整部劇中也是屬於頂點那群的 伊修    05/06 22:17
→ yes986612: 瓦爾人都是怪物嗎                                     05/06 22:17

主角群嘛 點數點比較高也是很合理的事(?

而且裡面提過阿 伊修瓦爾因為都是沙漠 所以人民戒律和精神都很強

(說穿了他們就是沒有變成恐怖分子的菁英伊斯蘭教徒?)

推 sadlatte: 感覺一般鍊金術師比較一對多 斯卡只有手臂碰到的東西能   05/06 22:18
→ sadlatte: 破壞 在城市裏搞暗殺還行 真的上戰場應該不吃香          05/06 22:18

但是能用創造鍊金術的斯卡就真的和一般國家鍊金術師一樣了

他自己也說我原本不想用這招的(喂
※ 編輯: akila08539 (61.227.45.207 臺灣), 05/06/2020 22:22:35


--------------------------------------------------------


 作者  w510048 (黨的恩情比山高)                                  看板  C_Chat 
 標題  Re: [問題] 生活壓力好大…求推薦動畫                                    
 時間  Wed May  6 22:04:09 2020                                               
───────────────────────────────────────

※ 引述《googlexxxx (googlexxxx)》之銘言：
: 昨天晚上重新看了珂朵莉，
: 害魯叔又療癒又哭又笑又甜到快蛀牙了！
: 請問有沒有同等或以上的作品，
: 最好能比這部甜的
: http://i.imgur.com/aGLeYdf.jpg
: 吃東西的時候好可愛
: http://i.imgur.com/CjjgGeY.jpg
: 直接辦婚禮不好嗎？
: http://i.imgur.com/DzfBxkB.jpg
: 談心的一刻
: http://i.imgur.com/AMZP2M0.jpg
: 可愛的笑容，世界第一幸福的女孩子
: http://i.imgur.com/6UZhjTP.jpg
: 治癒威廉的蓮
: 好希望吃糖啊！
: 求巴哈進聖誕之吻好不好，八拖
: 目前有戀與謊，風夏，just because回到17歲，青豬，徒然喜歡你，月色真美…沒寫到的
: 麻煩請幫我補單
: -----
: Sent from JPTT on my Xiaomi Redmi Note 5.

推薦你《蒼穹之戰神》這部動畫。
法夫娜很多機體超帥且很強大：
https://i.imgur.com/izRrG6o.jpg
https://i.imgur.com/tVa1d98.jpg
https://i.imgur.com/MGbj44D.jpg
https://i.imgur.com/KpjqeMx.png
https://i.imgur.com/6XnlJhM.jpg
https://i.imgur.com/Yjkqv2M.png
https://i.imgur.com/jskquCl.jpg

先看前傳「Right of Left」再看第一季之後 劇場版「HEAVEN AND EARTH」，
之後第二季EXODUS接下來THE BEYOND(劇場版上映中)。

前傳OVA「Right of Left是相當感人的，
裡面的最後一段錄音會讓你感到人生價值。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.123.214.177 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588773851.A.C7B.html
※ 編輯: w510048 (140.123.214.177 臺灣), 05/06/2020 22:05:13
推 sienasken: 這部真的讚，但是你這時候推薦WWWWWWW                  05/06 22:10
推 LOVEMS: 不錯啊 法扶納 是為了讚嘆生命而譜寫的詩篇 不論生活壓力   05/06 22:14
→ LOVEMS: 多大 都可以在此找出生命的意義                           05/06 22:14


--------------------------------------------------------


 作者  kckckckc (KC)                                             看板  C_Chat 
 標題  [閒聊] 求可以快速加入的fps                                             
 時間  Wed May  6 22:07:13 2020                                               
───────────────────────────────────────

如題
最近都在玩shellshock
雖然時不時有新地圖
可是還是有點膩了囧
想求可以加入馬上玩的fps 不用等房間的

希望是網頁的 不過一般的也可以
感謝～


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 58.114.90.95 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774036.A.89E.html
推 jiss555: CSGO                                                   05/06 22:07
推 SiaSi: nekopara                                                 05/06 22:07
推 asdwsd: krunker.io                                              05/06 22:07
→ C00L: 國軍                                                      05/06 22:10
推 zegas: 加入迷彩，一生精彩                                       05/06 22:11
→ vorsss: CS 一款打了20年的遊戲                                   05/06 22:15
推 jeff235711: dcoo cs1.6                                          05/06 22:16
→ jeff235711: https://youtu.be/MSsTS6c8KOU                        05/06 22:17
→ kckckckc: 迪酷還活著嗎XD                                        05/06 22:18
→ kckckckc: krunker google 直接在後面加 hack耶 外掛很嚴重嗎囧？   05/06 22:18
推 LipaCat5566: CSO 最近紅利可以買槍 無課都能有幾百把              05/06 22:19
→ LipaCat5566: 除了畫面十幾年沒改 其他都還不錯                    05/06 22:21


--------------------------------------------------------


 作者  ThorFukt (托爾)                                           看板  C_Chat 
 標題  [閒聊] 乙女遊戲世界對路人角色很不友好 王妃                             
 時間  Wed May  6 22:08:23 2020                                               
───────────────────────────────────────

https://twitter.com/shiosatojyun11/status/1256604140483952641

https://i.imgur.com/7NAG9MI.jpg

蘿莉版王妃跟安潔

香噴噴



漫畫版下次王妃出來好像要等很久惹....

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.132.13.93 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774105.A.E38.html
推 D122: 安潔我抱走了                                              05/06 22:13
推 phantomzwei: 我一直都覺得王妃是最香的 可惜QQ                    05/06 22:13
推 sweetmiki: 王妃沒收嗎QQ                                         05/06 22:15
推 s0930194: 王妃有收啊！還幫男主生孩子了                          05/06 22:16
→ s0930194: 雞肉串王子後面煩惱要怎麼叫男主...                     05/06 22:17
→ s0930194: 男主：國王、再婚母親的老公、自己老婆的大哥            05/06 22:17
→ s0930194: 王子：決定了，爸爸！                                  05/06 22:18
→ s0930194: 然後就被男主叫機器球電死                              05/06 22:18
推 phantomzwei: 真的假的?! 我看到跑到國外就沒看了 後面有收？       05/06 22:19
推 ga787540: 話說K島那邊提到似乎被青文搶到了...                    05/06 22:20


--------------------------------------------------------


 作者  cfchee (庚夕子的老公)                                     看板  C_Chat 
 標題  [問題]神一首初音的歌 1000P                                             
 時間  Wed May  6 22:08:26 2020                                               
───────────────────────────────────────

剛剛在逛YT不知道要聽誰的歌才好

突然看到初音的影片

然後腦中浮現她其中一首歌的旋律

只記得前面是幾個低音 然後變高音

有人可以知道我是在說哪一首嘛><

我知道我有形容跟沒形容一樣 希

望有大神出來幫我解決這個問題 謝謝

--
學姊我好喜歡妳啊啊啊~請妳跟我交往吧! >////<
https://i.imgur.com/07XGV6S.png

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.35.65.84 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774109.A.E40.html
推 OldYuanshen: 也太難了  你以前喜歡聽哪位P的作品                  05/06 22:09
八王子 DECO*27
推 mk4188623: 乙女解剖？                                           05/06 22:09
那首我有收藏 不是喔 抱歉
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:10:32
噓 MikuLover: 有講等於沒講 幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹  05/06 22:10
對不起啦>< 就真的不知道怎麼哼 我真的欠噓
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:11:23
推 Ikaros2601: mikulover又崩潰ㄌ                                   05/06 22:10
推 jimmyVanClef: 你這三小線索wwwwww  樓下快用自己當祭品            05/06 22:10
→ mk4188623: 靠盃喔 乙女解剖感覺符合你的要求啊XDDD                05/06 22:11
→ mk4188623: 再說清楚一點吧                                       05/06 22:11
推 abc55322: 初音一堆歌都是這樣的好嗎==                            05/06 22:11
→ mk4188623: 又剛好是DECO的歌                                     05/06 22:11
就很片段的記憶 我也不會說啊QQ
→ TakeokaMiho: Spica                                              05/06 22:11
推 mitsurino: 想到的是cover的粉雪XD                                05/06 22:12
也有可能是MMD之類的 之前看很多初音的MMD
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:13:14
推 allanbrook: 希                                                  05/06 22:12
我又想到一條線索了!! 是節奏慢的歌 不是快歌
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:14:54
推 Kaken: 怎麼變成海龜湯了(?)                                      05/06 22:15
→ ifudosks54: 感覺你不如說說PV是什麼風格色調的內容會比較好找      05/06 22:15
我也想提供一些線索 但真的沒有了QQ
推 ttcml: 你要不要哼幾個旋律放上來                                 05/06 22:16
有記憶但哼不出來QQ
推 abc55322: 爐心融解逆                                            05/06 22:16
不是喔
→ ifudosks54: 畫面是紫色水彩漸層感的女性特寫嗎                    05/06 22:17
https://www.youtube.com/watch?v=LhzHnfdN-zA
有點像這個音調吧? 我是音癡不是很確定QQ
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:19:20
→ imz0723: 不是快歌嗎 本來想猜wowaka的說                          05/06 22:17
推 onlycat: 你形容的是開頭還是副歌啊...                            05/06 22:18
→ wetor: 嗚 前面慢就想到wowaka鵝媽媽                              05/06 22:19
推 abc55322: 你說的低音是前奏還是歌詞?                             05/06 22:19
低音是一開頭的歌詞
推 a1216543: 我看我們一人推一首上來讓原po選妃試試看好了            05/06 22:19
→ abc55322: 積  乱
雲グラフィティ                                    05/06 22:20
不是這首喔
→ wetor: 有沒有年代的條件能篩阿 不然太廣惹                        05/06 22:20
最近5年內的 我沒有入坑很久
※ 編輯: cfchee (218.35.65.84 臺灣), 05/06/2020 22:21:49
推 Skult23: https://youtu.be/VE4wegMHIMk                           05/06 22:22
→ Skult23: 這個？                                                 05/06 22:22


--------------------------------------------------------


 作者  BITMajo (BITMajo)                                         看板  C_Chat 
 標題  [東方] 英文的 ASMR                                                     
 時間  Wed May  6 22:10:45 2020                                               
───────────────────────────────────────

作者在網路上的名稱是 RemyFive，作品在 Youtube 上可以聽到。
https://www.youtube.com/channel/UC8MBtq9xaQfEAY58PTzw7Lw/videos

目前大概有30來位角色了，
每個角色(跟觀眾的關係)設定有些不太一樣，
比如說跟靈夢是寄居在博麗神社和巫女有曖昧關係的設定，
跟純狐則是懷孕中的妻子的設定。

因為每部影片幾乎都是同樣作者，
所以有些角色可能聽起來聲音有點重複的感覺。

個人目前聽起來覺得最舒服的是愛麗絲、雷鼓、永遠亭的兔子。
愛麗絲是迷路的人類跑到她家裏被她招待，聽她哼歌蠻可愛的。
雷鼓的設定類似愛麗絲，不過是直接唱歌給你聽，可惜影片長度比較短。
永遠亭就是耳朵清理 ASMR，順便聽兩隻兔子吵架。

最近覺得用電腦時，比起找 BGM 一邊聽一邊做事，
聽這個的感覺舒服多了...
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.228.75.239 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774247.A.354.html


--------------------------------------------------------


 作者  kylefan (柚子)                                            看板  C_Chat 
 標題  [討論] 最後生還者2 新預告                                              
 時間  Wed May  6 22:15:17 2020                                               
───────────────────────────────────────

中字：https://youtu.be/xO4eWfTOP5c
無字：https://youtu.be/vhII1qlcZ4E


https://i.imgur.com/7UQ2R4E.jpg
https://i.imgur.com/bGOZh0Y.jpg
「我知道你希望能扭轉這一切」

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.224.129.14 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774519.A.702.html
推 Julian9x9x9: 忌霞殤RRRR                                         05/06 22:15
推 aggressorX: 希望結局能拉回主線 雖然老梗但復仇實在太小格局了     05/06 22:16
推 CloudVII: 柚子醫生4老虎伍茲                                     05/06 22:17
推 Satoman: 留言功能已停用wwwwwwwwwwwww                            05/06 22:17
→ battlecat: 全球千萬套預定，希洽反指標                           05/06 22:17
→ robo3456: 沒有千萬才奇怪                                        05/06 22:18
推 x5723: 未看先猜有人又要暴雷                                     05/06 22:18
→ olkl1234: 甲甲不買單就是歧視自己喔 （拇指                       05/06 22:18
推 mod980: 想去看留言長怎樣 結果已經停用了                         05/06 22:19
推 y1896547: 好奇怪喔 為什麼最後生還者會有殭屍啊?                  05/06 22:19
推 Fate1095: 預告看起來還是挺好玩的                                05/06 22:20
推 leamaSTC: 推文別暴雷喔 不然又要歪樓了                           05/06 22:21
※ 編輯: kylefan (125.224.129.14 臺灣), 05/06/2020 22:21:55


--------------------------------------------------------


 作者  ElizabethXIV (應許)                                       看板  C_Chat 
 標題  [問題] 棋魂在這時代才畫會變怎樣                                        
 時間  Wed May  6 22:16:22 2020                                               
───────────────────────────────────────

棋魂不論是動畫還是漫畫

每次懷舊一下都百看不厭

跟現在大多漫畫比起來劇情極度單純

沒有任何露奶或什麼福利畫面

卻不影響整體的觀看品質

但如果棋魂是現代才畫到底會變成怎樣？

穿低胸誘惑對手？

擁有棋神之眼看穿對手？


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.101.109 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774584.A.F6E.html
推 qd6590: 最後跟阿法狗對弈 下出神乎其技當一手打贏阿法狗一場       05/06 22:17
→ qd6590: *的一手                                                 05/06 22:17
推 ClawRage: 佐為變成6歲小女生                                     05/06 22:18
→ ClawRage: 塔矢亮會魔法                                          05/06 22:19
→ ClawRage: 加賀變獸人                                            05/06 22:19
→ zxcz1471: 有神之腳 快輸了就用腳翻桌......                       05/06 22:19
→ v21638245: 這種劇情向的一直都沒有很大的變動                     05/06 22:19
推 jarvis652: 手機下圍棋                                           05/06 22:19
推 shintz: 佐為會變成低胸爆乳vTuber                                05/06 22:19
推 truegod000: 那李世石就演過拉 XD                                 05/06 22:20
推 Kusou7719: 加賀本來就獸人                                       05/06 22:20
推 Ikaros2601: 阿光會收蘿莉徒弟 很不方便                           05/06 22:21


--------------------------------------------------------


 作者  KimJongUn (金正恩)                                        看板  C_Chat 
 標題  Re: [閒聊] LOR有機會幹掉爐石嗎?                                        
 時間  Wed May  6 22:18:51 2020                                               
───────────────────────────────────────

※ 引述《abccbaandy (敏)》之銘言：
: 好像每款卡牌遊戲都會被拿來跟爐石比XD
: 個人覺得LOR的客群應該不是爐石那群，而是MTGA
: LOR跟MTGA真的很像，所以有些人會說還不如去玩MTGA
: 但LOR有個很大的差異就是沒有地牌，卡手機率大減
: 就算起手5566也不用投，努力撐過5回合就可以了
: 而且因為LOR在對手回合也能下怪，所以能撐過的機率其實非常高
: 這幾天在玩因為卡手輸掉的場次大概20場才1場左右(體感)
: 推薦老是卡/爆地受不了退坑的人，試試LOR ~ 沒地牌的MTGA(?

https://i.imgur.com/cdtdPVI.png

LOR在不卡手上做出不少努力

以前爐石SV容易發生的問題是123費沒下怪沒丟法術 你的水晶資源（mana）就流失掉

LOR給你“法術水晶” 你最多3顆平時的水晶能存到法術水晶裡 所以就算前2費你都

空過 你前2費的水晶資源也只會讓你的法術水晶變滿 然後第三回合你有3個普通水晶

加3個法術水晶能用了 有玩爐石SV體驗過卡手的玩家應該會喜歡

附註：法術水晶只能用來施展法術 不能用來招怪

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.96.136 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774733.A.7AC.html


--------------------------------------------------------


 作者  kazushige (千森)                                          看板  C_Chat 
 標題  Fw: [實況] 小鎮驚魂2+太空版P.T【千森】                                 
 時間  Wed May  6 22:19:24 2020                                               
───────────────────────────────────────

※ [本文轉錄自 Steam 看板 #1UiiTW8g ]

作者: kazushige (千森) 看板: Steam
標題: [實況] 小鎮驚魂2+太空版P.T【千森】
時間: Wed May  6 22:19:09 2020

https://www.twitch.tv/redeve13

今天要玩兩款遊戲，一款是steam上極度好評的新免費遊戲
太空版P.T《We went back》，
一款就是《小鎮驚魂2》，有中文可以看啦！
聽說這代琳達變成斧頭幫？(ﾟ  ∀ﾟ)

#解鎖小奇點徽章送貼圖

我是千森，
喜歡實況恐怖遊戲及獨立遊戲，
日文的部份會翻譯給大家聽，
風格為冷靜+歡樂+吐槽，
歡迎大家一起來同樂喔！

--
 千森實況  冷靜‧歡樂‧恐怖遊戲溫馨推廣中‧
Youtube ：https://www.youtube.com/user/redeve13
Twitch  ：http://www.twitch.tv/redeve13
Facebook：https://www.facebook.com/redeve13
「自從看了千森台，我看恐怖遊戲都會科科笑。」By不具名觀眾
星期三PM9:30跟星期六PM10:30開台，若有新增時段將在FB公告。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.24.89.50 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/Steam/M.1588774752.A.22A.html

※ 發信站: 批踢踢實業坊(ptt.cc)
※ 轉錄者: kazushige (114.24.89.50 臺灣), 05/06/2020 22:19:24


--------------------------------------------------------


 作者  Muma5566 (木馬56)                                         看板  C_Chat 
 標題  Re: [閒聊] LOR有機會幹掉爐石嗎?                                        
 時間  Wed May  6 22:19:31 2020                                               
───────────────────────────────────────

爐石糞歸糞 遊戲性我覺得太強
像是褻瀆 高佛雷解場這種 我不覺得有其他卡牌遊戲做得到
或是說 會去做 還有其他嘯斗龍 手速牧也是
互動性太強 很難想像如何做出同等級的
偉哉爐石

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.193.48 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774775.A.C5F.html
推 rainnawind: 這樣講的話，所以說牧師的「尋找獨角獸遊戲」也是增加  05/06 22:22
→ rainnawind: 玩家互動性的一環 kappa                              05/06 22:22


--------------------------------------------------------


 作者  songgood (ilovegoodgame)                                  看板  C_Chat 
 標題  [AGA] 一條綾香的管家                                                   
 時間  Wed May  6 22:21:26 2020                                               
───────────────────────────────────────

https://imgur.com/x2PDzDt
https://imgur.com/als27iN
https://imgur.com/cj28s6i
登場就開嗆

https://imgur.com/lH5HoQP
https://imgur.com/8zdAD3V
馬上就秀出神裝

https://imgur.com/etCGHWx
https://imgur.com/1hu7Wul
大家都很驚訝

https://imgur.com/9vIeSbE
文文開始解釋怎麼入手

https://imgur.com/WpOq1oZ
https://imgur.com/GKGGLQM
https://imgur.com/cAqnLAM
https://imgur.com/NHXcEb7
https://imgur.com/ibmCVD5
https://imgur.com/vDzaDEO
https://imgur.com/iK4pPsm
https://imgur.com/fvigiSx
光是收集就要花三個月的時間了

https://imgur.com/98NVluF
但也可以課金取得

https://imgur.com/TXcTtsz
大家好奇綾香怎麼有神劍

https://imgur.com/r2CB7Hs
https://imgur.com/xZYsmi1
https://imgur.com/Z9Fv50l
https://imgur.com/g75aN2e
原來是老管家給他的


所以問題來了
管家是課金
還是花時間去取得神裝

如果是課金是報公帳嗎
如果是花時間去取得那管家工作還要不要作


--
https://imgur.com/9Sg7Cpy
大家也這麼認為嗎

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.229.131.44 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/C_Chat/M.1588774889.A.386.html


--------------------------------------------------------


